Ampara_2010_01	25.21,238
Moneragala_2023_11	24.75,364
Moneragala_2023_12	24.76,350
Moneragala_2024_01	24.79,225
Moneragala_2024_02	26.24,131
Moneragala_2024_03	27.13,108
Moneragala_2024_04	27.8,167
Moneragala_2024_05	27.64,179
Moneragala_2024_06	27.31,43
Mullaitivu_2010_01	25.74,127
Mullaitivu_2010_02	26.31,11
Mullaitivu_2010_03	27.95,26
Mullaitivu_2010_04	29.34,65
Mullaitivu_2010_05	29.58,49
Mullaitivu_2010_06	29.84,49
Mullaitivu_2010_07	29.23,37
Mullaitivu_2010_08	28.56,107
Mullaitivu_2010_09	27.8,137
Mullaitivu_2010_10	27.45,146
Mullaitivu_2010_11	25.92,365
Mullaitivu_2010_12	24.95,430
Mullaitivu_2011_01	24.65,415
Mullaitivu_2011_02	25.36,204
Mullaitivu_2011_03	26.95,100
Mullaitivu_2011_04	27.56,154
Mullaitivu_2011_05	29.29,18
Mullaitivu_2011_06	29.85,18
Mullaitivu_2011_07	28.84,69
Mullaitivu_2011_08	28.65,76
Mullaitivu_2011_09	29.29,36
Mullaitivu_2011_10	27.17,316
Mullaitivu_2011_11	25.83,394
Mullaitivu_2011_12	25.62,258
Mullaitivu_2012_01	25.16,115
Mullaitivu_2012_02	26.07,87
Mullaitivu_2012_03	27.47,36
Mullaitivu_2012_04	28.37,104
Mullaitivu_2012_05	30.11,8
Mullaitivu_2012_06	29.99,10
Mullaitivu_2012_07	29.48,34
Mullaitivu_2012_08	29.48,38
Mullaitivu_2012_09	29.4,46
Mullaitivu_2012_10	26.86,350
Mullaitivu_2012_11	26.24,219
Mullaitivu_2012_12	25.74,338
Mullaitivu_2013_01	25.65,143
Mullaitivu_2013_02	26.04,144
Mullaitivu_2013_03	27.13,141
Mullaitivu_2013_04	29.08,69
Mullaitivu_2013_05	29.82,36
Mullaitivu_2013_06	29.29,40
Mullaitivu_2013_07	28.87,48
Mullaitivu_2013_08	28.34,77
Mullaitivu_2013_09	28.23,75
Mullaitivu_2013_10	28.44,77
Mullaitivu_2013_11	26.14,351
Mullaitivu_2013_12	25.27,256
Mullaitivu_2014_01	24.87,323
Mullaitivu_2014_02	25.78,93
Mullaitivu_2014_03	27.38,33
Mullaitivu_2014_04	28.81,47
Mullaitivu_2014_05	28.93,117
Mullaitivu_2014_06	30.4,22
Mullaitivu_2014_07	29.93,29
Mullaitivu_2014_08	28.51,99
Mullaitivu_2014_09	28.7,96
Mullaitivu_2014_10	26.93,295
Mullaitivu_2014_11	25.75,428
Mullaitivu_2014_12	25.05,538
Mullaitivu_2015_01	25.55,117
Mullaitivu_2015_02	25.6,209
Mullaitivu_2015_03	27.12,117
Mullaitivu_2015_04	28.06,127
Mullaitivu_2015_05	28.52,100
Mullaitivu_2015_06	29.35,43
Mullaitivu_2015_07	29.6,46
Mullaitivu_2015_08	29.25,50
Mullaitivu_2015_09	28.33,113
Mullaitivu_2015_10	27.05,283
Mullaitivu_2015_11	25.99,444
Mullaitivu_2015_12	26.06,396
Mullaitivu_2016_01	26.13,155
Mullaitivu_2016_02	26.85,132
Mullaitivu_2016_03	28.06,48
Mullaitivu_2016_04	29.99,30
Mullaitivu_2016_05	29.13,141
Mullaitivu_2016_06	29.3,38
Mullaitivu_2016_07	29.12,59
Mullaitivu_2016_08	29.12,52
Mullaitivu_2016_09	29.23,19
Mullaitivu_2016_10	28.64,58
Mullaitivu_2016_11	26.25,332
Mullaitivu_2016_12	25.53,227
Mullaitivu_2017_01	25.28,263
Mullaitivu_2017_02	25.53,90
Mullaitivu_2017_03	26.95,172
Mullaitivu_2017_04	29.23,20
Mullaitivu_2017_05	30.02,58
Mullaitivu_2017_06	30.46,39
Mullaitivu_2017_07	30.31,55
Mullaitivu_2017_08	28.86,95
Mullaitivu_2017_09	28.56,102
Mullaitivu_2017_10	27.98,215
Mullaitivu_2017_11	26.3,464
Mullaitivu_2017_12	25.98,279
Mullaitivu_2018_01	25.26,131
Mullaitivu_2018_02	25.68,175
Mullaitivu_2018_03	27.17,102
Mullaitivu_2018_04	28.2,116
Mullaitivu_2018_05	28.16,120
Mullaitivu_2018_06	29.73,28
Mullaitivu_2018_07	29.61,49
Mullaitivu_2018_08	29.34,66
Mullaitivu_2018_09	28.49,105
Mullaitivu_2018_10	26.54,465
Mullaitivu_2018_11	26.2,453
Mullaitivu_2018_12	26.01,329
Mullaitivu_2019_01	25.65,100
Mullaitivu_2019_02	26.66,185
Mullaitivu_2019_03	27.73,31
Mullaitivu_2019_04	29.0,40
Mullaitivu_2019_05	30.55,37
Mullaitivu_2019_06	30.96,23
Mullaitivu_2019_07	29.99,45
Mullaitivu_2019_08	29.53,69
Mullaitivu_2019_09	28.51,147
Mullaitivu_2019_10	26.61,367
Mullaitivu_2019_11	26.85,423
Mullaitivu_2019_12	26.29,473
Mullaitivu_2020_01	26.45,200
Mullaitivu_2020_02	26.79,131
Mullaitivu_2020_03	27.48,59
Mullaitivu_2020_04	29.1,93
Mullaitivu_2020_05	29.57,114
Mullaitivu_2020_06	30.04,60
Mullaitivu_2020_07	28.87,116
Mullaitivu_2020_08	29.25,73
Mullaitivu_2020_09	28.6,120
Mullaitivu_2020_10	28.91,113
Mullaitivu_2020_11	26.78,457
Mullaitivu_2020_12	25.71,490
Mullaitivu_2021_01	25.69,432
Mullaitivu_2021_02	25.77,160
Mullaitivu_2021_03	27.44,119
Mullaitivu_2021_04	28.35,125
Mullaitivu_2021_05	28.78,155
Mullaitivu_2021_06	29.29,63
Mullaitivu_2021_07	29.38,71
Mullaitivu_2021_08	29.04,89
Mullaitivu_2021_09	28.75,115
Mullaitivu_2021_10	27.25,271
Mullaitivu_2021_11	26.01,437
Mullaitivu_2021_12	26.29,258
Mullaitivu_2022_01	25.67,244
Mullaitivu_2022_02	26.08,159
Mullaitivu_2022_03	27.2,87
Mullaitivu_2022_04	27.42,153
Mullaitivu_2022_05	29.31,43
Mullaitivu_2022_06	29.2,75
Mullaitivu_2022_07	28.82,75
Mullaitivu_2022_08	28.1,108
Mullaitivu_2022_09	28.17,89
Mullaitivu_2022_10	26.81,268
Mullaitivu_2022_11	26.17,273
Mullaitivu_2022_12	25.71,339
Mullaitivu_2023_01	25.41,185
Mullaitivu_2023_02	25.76,175
Mullaitivu_2023_03	27.1,133
Mullaitivu_2023_04	28.42,90
Mullaitivu_2023_05	28.78,114
Mullaitivu_2023_06	30.41,55
Mullaitivu_2023_07	30.02,49
Mullaitivu_2023_08	29.57,79
Mullaitivu_2023_09	28.92,88
Mullaitivu_2023_10	27.12,210
Mullaitivu_2023_11	26.29,497
Mullaitivu_2023_12	26.29,503
Mullaitivu_2024_01	26.72,215
Mullaitivu_2024_02	27.61,85
Mullaitivu_2024_03	28.05,59
Mullaitivu_2024_04	29.41,78
Mullaitivu_2024_05	29.28,180
Mullaitivu_2024_06	28.75,48
Nuwara Eliya_2010_01	16.96,157
Nuwara Eliya_2010_02	17.78,59
Nuwara Eliya_2010_03	18.74,126
Nuwara Eliya_2010_04	18.67,275
Nuwara Eliya_2010_05	18.97,355
Nuwara Eliya_2010_06	18.27,386
Nuwara Eliya_2010_07	17.79,336
Nuwara Eliya_2010_08	17.8,384
Nuwara Eliya_2010_09	17.57,329
Nuwara Eliya_2010_10	17.37,326
Nuwara Eliya_2010_11	16.81,398
Nuwara Eliya_2010_12	16.27,439
Nuwara Eliya_2011_01	16.03,379
Nuwara Eliya_2011_02	16.77,230
Nuwara Eliya_2011_03	17.4,165
Nuwara Eliya_2011_04	17.62,250
Nuwara Eliya_2011_05	18.4,245
Nuwara Eliya_2011_06	18.53,239
Nuwara Eliya_2011_07	18.12,300
Nuwara Eliya_2011_08	17.76,289
Nuwara Eliya_2011_09	17.82,270
Nuwara Eliya_2011_10	17.34,345
Nuwara Eliya_2011_11	16.95,279
Nuwara Eliya_2011_12	16.75,318
Nuwara Eliya_2012_01	16.54,130
Nuwara Eliya_2012_02	16.86,154
Nuwara Eliya_2012_03	17.82,92
Nuwara Eliya_2012_04	17.64,262
Nuwara Eliya_2012_05	18.68,178
Nuwara Eliya_2012_06	18.41,260
Nuwara Eliya_2012_07	18.07,262
Nuwara Eliya_2012_08	17.86,284
Nuwara Eliya_2012_09	17.79,267
Nuwara Eliya_2012_10	17.3,400
Nuwara Eliya_2012_11	17.27,289
Nuwara Eliya_2012_12	16.85,324
Nuwara Eliya_2013_01	16.71,183
Nuwara Eliya_2013_02	16.91,187
Nuwara Eliya_2013_03	17.73,189
Nuwara Eliya_2013_04	18.55,191
Nuwara Eliya_2013_05	18.7,288
Nuwara Eliya_2013_06	17.58,494
Nuwara Eliya_2013_07	17.56,353
Nuwara Eliya_2013_08	17.68,284
Nuwara Eliya_2013_09	17.51,321
Nuwara Eliya_2013_10	17.5,289
Nuwara Eliya_2013_11	17.02,252
Nuwara Eliya_2013_12	16.66,293
Nuwara Eliya_2014_01	16.55,197
Nuwara Eliya_2014_02	17.12,51
Nuwara Eliya_2014_03	17.9,99
Nuwara Eliya_2014_04	18.37,170
Nuwara Eliya_2014_05	18.56,241
Nuwara Eliya_2014_06	18.69,310
Nuwara Eliya_2014_07	18.4,326
Nuwara Eliya_2014_08	17.79,311
Nuwara Eliya_2014_09	17.83,334
Nuwara Eliya_2014_10	17.39,357
Nuwara Eliya_2014_11	16.93,341
Nuwara Eliya_2014_12	16.85,417
Nuwara Eliya_2015_01	16.95,89
Nuwara Eliya_2015_02	16.51,163
Nuwara Eliya_2015_03	17.53,131
Nuwara Eliya_2015_04	17.92,278
Nuwara Eliya_2015_05	18.55,271
Nuwara Eliya_2015_06	18.38,259
Nuwara Eliya_2015_07	18.26,305
Nuwara Eliya_2015_08	18.15,284
Nuwara Eliya_2015_09	17.89,347
Nuwara Eliya_2015_10	17.55,399
Nuwara Eliya_2015_11	17.35,380
Nuwara Eliya_2015_12	17.29,303
Nuwara Eliya_2016_01	17.58,109
Nuwara Eliya_2016_02	18.04,106
Nuwara Eliya_2016_03	19.67,61
Nuwara Eliya_2016_04	19.43,161
Nuwara Eliya_2016_05	18.78,420
Nuwara Eliya_2016_06	18.23,366
Nuwara Eliya_2016_07	18.19,292
Nuwara Eliya_2016_08	18.12,274
Nuwara Eliya_2016_09	18.08,236
Nuwara Eliya_2016_10	17.67,255
Nuwara Eliya_2016_11	17.2,277
Nuwara Eliya_2016_12	17.04,128
Nuwara Eliya_2017_01	14.54,168
Nuwara Eliya_2017_02	14.78,135
Nuwara Eliya_2017_03	15.7,172
Nuwara Eliya_2017_04	16.83,95
Nuwara Eliya_2017_05	16.72,342
Nuwara Eliya_2017_06	15.68,373
Nuwara Eliya_2017_07	15.57,350
Nuwara Eliya_2017_08	15.48,429
Nuwara Eliya_2017_09	15.38,285
Nuwara Eliya_2017_10	15.6,322
Nuwara Eliya_2017_11	15.45,324
Nuwara Eliya_2017_12	15.13,228
Nuwara Eliya_2018_01	14.97,111
Nuwara Eliya_2018_02	15.86,136
Nuwara Eliya_2018_03	16.02,191
Nuwara Eliya_2018_04	16.64,166
Nuwara Eliya_2018_05	16.37,341
Nuwara Eliya_2018_06	15.41,580
Nuwara Eliya_2018_07	14.91,502
Nuwara Eliya_2018_08	14.77,462
Nuwara Eliya_2018_09	15.36,279
Nuwara Eliya_2018_10	15.67,387
Nuwara Eliya_2018_11	15.56,293
Nuwara Eliya_2018_12	15.18,180
Nuwara Eliya_2019_01	14.93,164
Nuwara Eliya_2019_02	15.52,189
Nuwara Eliya_2019_03	15.65,98
Nuwara Eliya_2019_04	16.8,218
Nuwara Eliya_2019_05	16.86,162
Nuwara Eliya_2019_06	16.14,381
Nuwara Eliya_2019_07	15.63,269
Nuwara Eliya_2019_08	15.25,476
Nuwara Eliya_2019_09	15.47,344
Nuwara Eliya_2019_10	15.54,396
Nuwara Eliya_2019_11	15.71,251
Nuwara Eliya_2019_12	15.52,327
Nuwara Eliya_2020_01	15.51,127
Nuwara Eliya_2020_02	15.91,168
Nuwara Eliya_2020_03	17.25,97
Nuwara Eliya_2020_04	16.86,186
Nuwara Eliya_2020_05	16.96,335
Nuwara Eliya_2020_06	15.85,367
Nuwara Eliya_2020_07	15.59,364
Nuwara Eliya_2020_08	15.27,326
Nuwara Eliya_2020_09	15.07,484
Nuwara Eliya_2020_10	15.2,365
Nuwara Eliya_2020_11	15.87,311
Nuwara Eliya_2020_12	15.17,369
Nuwara Eliya_2021_01	15.15,289
Nuwara Eliya_2021_02	15.5,145
Nuwara Eliya_2021_03	15.53,169
Nuwara Eliya_2021_04	16.39,192
Nuwara Eliya_2021_05	16.33,424
Nuwara Eliya_2021_06	15.49,349
Nuwara Eliya_2021_07	15.4,459
Nuwara Eliya_2021_08	15.15,475
Nuwara Eliya_2021_09	15.36,384
Nuwara Eliya_2021_10	15.47,381
Nuwara Eliya_2021_11	15.18,418
Nuwara Eliya_2021_12	14.98,196
Nuwara Eliya_2022_01	14.69,177
Nuwara Eliya_2022_02	15.41,131
Nuwara Eliya_2022_03	16.18,161
Nuwara Eliya_2022_04	16.08,281
Nuwara Eliya_2022_05	15.95,498
Nuwara Eliya_2022_06	15.3,391
Nuwara Eliya_2022_07	15.26,433
Nuwara Eliya_2022_08	14.95,481
Nuwara Eliya_2022_09	15.11,315
Nuwara Eliya_2022_10	15.04,432
Nuwara Eliya_2022_11	15.04,235
Nuwara Eliya_2022_12	14.46,275
Nuwara Eliya_2023_01	14.12,217
Nuwara Eliya_2023_02	14.96,204
Nuwara Eliya_2023_03	15.45,191
Nuwara Eliya_2023_04	16.24,173
Nuwara Eliya_2023_05	16.77,251
Nuwara Eliya_2023_06	16.19,380
Nuwara Eliya_2023_07	15.36,393
Nuwara Eliya_2023_08	16.1,225
Nuwara Eliya_2023_09	15.82,451
Nuwara Eliya_2023_10	15.96,373
Nuwara Eliya_2023_11	15.99,354
Nuwara Eliya_2023_12	15.95,415
Nuwara Eliya_2024_01	15.45,248
Nuwara Eliya_2024_02	15.94,132
Nuwara Eliya_2024_03	16.75,109
Nuwara Eliya_2024_04	17.62,161
Nuwara Eliya_2024_05	17.48,417
Nuwara Eliya_2024_06	17.83,77
Polonnaruwa_2010_01	24.71,126
Polonnaruwa_2010_02	25.54,35
Polonnaruwa_2010_03	27.79,57
Polonnaruwa_2010_04	28.39,76
Polonnaruwa_2010_05	28.65,61
Polonnaruwa_2010_06	29.06,44
Polonnaruwa_2010_07	28.4,44
Polonnaruwa_2010_08	28.17,72
Polonnaruwa_2010_09	27.75,92
Polonnaruwa_2010_10	27.28,110
Polonnaruwa_2010_11	25.39,273
Polonnaruwa_2010_12	24.14,390
Polonnaruwa_2011_01	23.57,348
Polonnaruwa_2011_02	24.65,195
Polonnaruwa_2011_03	26.05,120
Polonnaruwa_2011_04	27.21,132
Polonnaruwa_2011_05	28.91,27
Polonnaruwa_2011_06	29.43,21
Polonnaruwa_2011_07	28.9,26
Polonnaruwa_2011_08	28.75,45
Polonnaruwa_2011_09	29.13,37
Polonnaruwa_2011_10	27.18,199
Polonnaruwa_2011_11	25.24,232
Polonnaruwa_2011_12	24.75,239
Polonnaruwa_2012_01	24.3,85
Polonnaruwa_2012_02	24.97,132
Polonnaruwa_2012_03	27.18,41
Polonnaruwa_2012_04	27.45,85
Polonnaruwa_2012_05	29.79,13
Polonnaruwa_2012_06	29.33,12
Polonnaruwa_2012_07	28.93,29
Polonnaruwa_2012_08	29.18,30
Polonnaruwa_2012_09	29.23,29
Polonnaruwa_2012_10	26.75,264
Polonnaruwa_2012_11	25.44,198
Polonnaruwa_2012_12	24.51,307
Polonnaruwa_2013_01	24.36,153
Polonnaruwa_2013_02	25.07,147
Polonnaruwa_2013_03	26.27,135
Polonnaruwa_2013_04	28.62,59
Polonnaruwa_2013_05	29.03,47
Polonnaruwa_2013_06	27.97,48
Polonnaruwa_2013_07	28.3,29
Polonnaruwa_2013_08	28.64,41
Polonnaruwa_2013_09	28.07,43
Polonnaruwa_2013_10	27.93,93
Polonnaruwa_2013_11	25.53,181
Polonnaruwa_2013_12	24.46,195
Polonnaruwa_2014_01	24.02,222
Polonnaruwa_2014_02	24.8,61
Polonnaruwa_2014_03	26.47,58
Polonnaruwa_2014_04	28.66,61
Polonnaruwa_2014_05	28.11,87
Polonnaruwa_2014_06	29.46,16
Polonnaruwa_2014_07	29.12,8
Polonnaruwa_2014_08	28.48,42
Polonnaruwa_2014_09	28.59,62
Polonnaruwa_2014_10	26.52,210
Polonnaruwa_2014_11	25.11,287
Polonnaruwa_2014_12	24.39,402
Polonnaruwa_2015_01	24.75,93
Polonnaruwa_2015_02	24.53,179
Polonnaruwa_2015_03	25.85,108
Polonnaruwa_2015_04	27.38,113
Polonnaruwa_2015_05	27.98,96
Polonnaruwa_2015_06	29.16,34
Polonnaruwa_2015_07	29.14,27
Polonnaruwa_2015_08	29.05,34
Polonnaruwa_2015_09	28.22,80
Polonnaruwa_2015_10	26.49,249
Polonnaruwa_2015_11	25.36,276
Polonnaruwa_2015_12	25.14,291
Polonnaruwa_2016_01	25.15,97
Polonnaruwa_2016_02	25.92,91
Polonnaruwa_2016_03	27.54,64
Polonnaruwa_2016_04	29.88,32
Polonnaruwa_2016_05	28.14,149
Polonnaruwa_2016_06	28.72,19
Polonnaruwa_2016_07	28.89,34
Polonnaruwa_2016_08	29.01,28
Polonnaruwa_2016_09	29.14,24
Polonnaruwa_2016_10	28.91,90
Polonnaruwa_2016_11	25.52,227
Polonnaruwa_2016_12	25.17,133
Polonnaruwa_2017_01	24.27,203
Polonnaruwa_2017_02	24.78,157
Polonnaruwa_2017_03	26.54,176
Polonnaruwa_2017_04	29.66,54
Polonnaruwa_2017_05	29.41,78
Polonnaruwa_2017_06	29.72,46
Polonnaruwa_2017_07	30.11,50
Polonnaruwa_2017_08	29.36,60
Polonnaruwa_2017_09	28.51,90
Polonnaruwa_2017_10	28.01,170
Polonnaruwa_2017_11	25.56,334
Polonnaruwa_2017_12	25.18,246
Polonnaruwa_2018_01	24.31,146
Polonnaruwa_2018_02	24.97,190
Polonnaruwa_2018_03	26.55,196
Polonnaruwa_2018_04	27.61,167
Polonnaruwa_2018_05	27.72,163
Polonnaruwa_2018_06	28.94,42
Polonnaruwa_2018_07	29.24,26
Polonnaruwa_2018_08	28.86,63
Polonnaruwa_2018_09	28.89,142
Polonnaruwa_2018_10	26.04,395
Polonnaruwa_2018_11	25.49,426
Polonnaruwa_2018_12	25.11,306
Polonnaruwa_2019_01	24.71,205
Polonnaruwa_2019_02	25.8,303
Polonnaruwa_2019_03	27.67,63
Polonnaruwa_2019_04	28.78,100
Polonnaruwa_2019_05	30.61,57
Polonnaruwa_2019_06	30.58,31
Polonnaruwa_2019_07	30.19,46
Polonnaruwa_2019_08	29.21,62
Polonnaruwa_2019_09	28.79,141
Polonnaruwa_2019_10	26.03,367
Polonnaruwa_2019_11	26.1,384
Polonnaruwa_2019_12	25.16,491
Polonnaruwa_2020_01	25.36,253
Polonnaruwa_2020_02	25.9,199
Polonnaruwa_2020_03	27.89,53
Polonnaruwa_2020_04	28.8,165
Polonnaruwa_2020_05	29.26,130
Polonnaruwa_2020_06	29.89,62
Polonnaruwa_2020_07	28.85,99
Polonnaruwa_2020_08	29.63,53
Polonnaruwa_2020_09	28.36,106
Polonnaruwa_2020_10	28.86,94
Polonnaruwa_2020_11	26.3,397
Polonnaruwa_2020_12	25.1,428
Polonnaruwa_2021_01	24.87,434
Polonnaruwa_2021_02	25.2,191
Polonnaruwa_2021_03	26.62,172
Polonnaruwa_2021_04	28.09,138
Polonnaruwa_2021_05	28.06,148
Polonnaruwa_2021_06	29.03,51
Polonnaruwa_2021_07	29.26,61
Polonnaruwa_2021_08	28.96,81
Polonnaruwa_2021_09	29.07,70
Polonnaruwa_2021_10	27.32,203
Polonnaruwa_2021_11	25.66,302
Polonnaruwa_2021_12	25.38,226
Polonnaruwa_2022_01	24.96,266
Polonnaruwa_2022_02	25.29,154
Polonnaruwa_2022_03	26.86,122
Polonnaruwa_2022_04	26.86,171
Polonnaruwa_2022_05	28.86,61
Polonnaruwa_2022_06	28.95,54
Polonnaruwa_2022_07	28.58,93
Polonnaruwa_2022_08	27.99,104
Polonnaruwa_2022_09	28.4,56
Polonnaruwa_2022_10	26.6,224
Polonnaruwa_2022_11	25.41,225
Polonnaruwa_2022_12	24.78,281
Polonnaruwa_2023_01	24.23,233
Polonnaruwa_2023_02	24.95,224
Polonnaruwa_2023_03	26.44,212
Polonnaruwa_2023_04	28.05,116
Polonnaruwa_2023_05	28.59,107
Polonnaruwa_2023_06	30.33,54
Polonnaruwa_2023_07	29.94,45
Polonnaruwa_2023_08	30.6,79
Polonnaruwa_2023_09	28.7,117
Polonnaruwa_2023_10	26.52,284
Polonnaruwa_2023_11	25.56,397
Polonnaruwa_2023_12	25.4,466
Polonnaruwa_2024_01	25.12,297
Polonnaruwa_2024_02	26.47,137
Polonnaruwa_2024_03	27.71,101
Polonnaruwa_2024_04	29.77,97
Polonnaruwa_2024_05	29.18,203
Polonnaruwa_2024_06	28.89,35
Puttalam_2010_01	25.76,73
Puttalam_2010_02	27.11,28
Puttalam_2010_03	28.75,85
Puttalam_2010_04	28.34,210
Puttalam_2010_05	28.09,325
Puttalam_2010_06	27.5,315
Puttalam_2010_07	27.02,271
Puttalam_2010_08	26.74,196
Puttalam_2010_09	26.68,290
Puttalam_2010_10	26.63,328
Puttalam_2010_11	25.92,394
Puttalam_2010_12	25.12,372
Puttalam_2011_01	24.8,218
Puttalam_2011_02	25.48,170
Puttalam_2011_03	27.12,122
Puttalam_2011_04	27.26,284
Puttalam_2011_05	27.83,242
Puttalam_2011_06	27.52,223
Puttalam_2011_07	27.16,289
Puttalam_2011_08	26.98,303
Puttalam_2011_09	27.28,279
Puttalam_2011_10	26.9,267
Puttalam_2011_11	26.06,225
Puttalam_2011_12	25.77,130
Puttalam_2012_01	25.71,19
Puttalam_2012_02	26.8,67
Puttalam_2012_03	27.87,107
Puttalam_2012_04	27.64,191
Puttalam_2012_05	28.43,115
Puttalam_2012_06	27.57,297
Puttalam_2012_07	27.77,232
Puttalam_2012_08	27.39,273
Puttalam_2012_09	27.39,280
Puttalam_2012_10	26.66,320
Puttalam_2012_11	26.22,194
Puttalam_2012_12	25.78,163
Puttalam_2013_01	25.46,100
Puttalam_2013_02	26.15,94
Puttalam_2013_03	27.35,129
Puttalam_2013_04	28.4,174
Puttalam_2013_05	27.93,276
Puttalam_2013_06	26.82,380
Puttalam_2013_07	26.78,229
Puttalam_2013_08	26.97,181
Puttalam_2013_09	26.77,338
Puttalam_2013_10	26.94,318
Puttalam_2013_11	26.26,150
Puttalam_2013_12	25.65,117
Puttalam_2014_01	25.27,117
Puttalam_2014_02	26.61,34
Puttalam_2014_03	28.57,24
Puttalam_2014_04	27.97,222
Puttalam_2014_05	27.78,263
Puttalam_2014_06	27.98,186
Puttalam_2014_07	27.76,177
Puttalam_2014_08	27.11,308
Puttalam_2014_09	27.01,318
Puttalam_2014_10	26.49,397
Puttalam_2014_11	25.91,301
Puttalam_2014_12	25.35,300
Puttalam_2015_01	25.89,27
Puttalam_2015_02	26.18,66
Puttalam_2015_03	27.63,68
Puttalam_2015_04	27.67,232
Puttalam_2015_05	27.69,309
Puttalam_2015_06	27.63,303
Puttalam_2015_07	27.5,203
Puttalam_2015_08	27.55,226
Puttalam_2015_09	27.02,322
Puttalam_2015_10	26.66,371
Puttalam_2015_11	26.22,312
Puttalam_2015_12	26.3,223
Puttalam_2016_01	26.51,25
Puttalam_2016_02	27.77,39
Puttalam_2016_03	29.26,46
Puttalam_2016_04	29.33,148
Puttalam_2016_05	28.09,372
Puttalam_2016_06	27.6,303
Puttalam_2016_07	27.33,165
Puttalam_2016_08	27.44,137
Puttalam_2016_09	27.18,158
Puttalam_2016_10	27.49,175
Puttalam_2016_11	26.26,215
Puttalam_2016_12	26.07,72
Puttalam_2017_01	25.29,109
Puttalam_2017_02	25.81,42
Puttalam_2017_03	27.08,180
Puttalam_2017_04	28.59,166
Puttalam_2017_05	28.36,327
Puttalam_2017_06	27.66,349
Puttalam_2017_07	27.87,166
Puttalam_2017_08	27.34,259
Puttalam_2017_09	26.98,338
Puttalam_2017_10	26.75,461
Puttalam_2017_11	26.01,270
Puttalam_2017_12	25.57,144
Puttalam_2018_01	25.14,39
Puttalam_2018_02	26.44,56
Puttalam_2018_03	27.65,127
Puttalam_2018_04	27.77,173
Puttalam_2018_05	27.17,382
Puttalam_2018_06	27.31,371
Puttalam_2018_07	27.01,90
Puttalam_2018_08	26.67,98
Puttalam_2018_09	27.18,174
Puttalam_2018_10	26.13,430
Puttalam_2018_11	25.83,328
Puttalam_2018_12	25.7,127
Puttalam_2019_01	25.41,41
Puttalam_2019_02	26.86,144
Puttalam_2019_03	28.08,66
Puttalam_2019_04	28.37,194
Puttalam_2019_05	28.83,220
Puttalam_2019_06	28.56,306
Puttalam_2019_07	28.16,204
Puttalam_2019_08	27.4,436
Puttalam_2019_09	26.86,414
Puttalam_2019_10	26.11,444
Puttalam_2019_11	26.53,250
Puttalam_2019_12	25.99,208
Puttalam_2020_01	26.32,72
Puttalam_2020_02	27.46,18
Puttalam_2020_03	28.21,80
Puttalam_2020_04	28.26,222
Puttalam_2020_05	28.5,313
Puttalam_2020_06	28.11,262
Puttalam_2020_07	27.57,269
Puttalam_2020_08	27.37,227
Puttalam_2020_09	26.86,422
Puttalam_2020_10	27.27,226
Puttalam_2020_11	26.43,268
Puttalam_2020_12	25.51,283
Puttalam_2021_01	25.49,227
Puttalam_2021_02	25.83,44
Puttalam_2021_03	27.26,109
Puttalam_2021_04	27.95,267
Puttalam_2021_05	27.54,421
Puttalam_2021_06	27.59,287
Puttalam_2021_07	27.43,217
Puttalam_2021_08	27.3,221
Puttalam_2021_09	27.43,289
Puttalam_2021_10	26.53,438
Puttalam_2021_11	25.71,469
Puttalam_2021_12	25.87,102
Puttalam_2022_01	25.87,113
Puttalam_2022_02	26.02,77
Puttalam_2022_03	27.21,132
Puttalam_2022_04	27.11,286
Puttalam_2022_05	27.84,412
Puttalam_2022_06	27.39,256
Puttalam_2022_07	27.23,133
Puttalam_2022_08	26.86,265
Puttalam_2022_09	26.87,241
Puttalam_2022_10	26.27,368
Puttalam_2022_11	25.61,222
Puttalam_2022_12	25.54,240
Puttalam_2023_01	24.79,104
Puttalam_2023_02	25.61,76
Puttalam_2023_03	27.13,144
Puttalam_2023_04	27.73,173
Puttalam_2023_05	28.2,248
Puttalam_2023_06	28.34,296
Puttalam_2023_07	28.03,117
Puttalam_2023_08	28.53,97
Puttalam_2023_09	27.25,435
Puttalam_2023_10	26.3,377
Puttalam_2023_11	25.84,377
Puttalam_2023_12	26.1,317
Puttalam_2024_01	25.95,186
Puttalam_2024_02	27.57,67
Puttalam_2024_03	28.24,72
Puttalam_2024_04	28.67,174
Puttalam_2024_05	28.39,385
Puttalam_2024_06	27.69,95
Ratnapura_2010_01	24.83,108
Ratnapura_2010_02	25.51,88
Ratnapura_2010_03	26.12,116
Ratnapura_2010_04	25.91,281
Ratnapura_2010_05	25.58,472
Ratnapura_2010_06	25.0,552
Ratnapura_2010_07	24.66,413
Ratnapura_2010_08	24.3,456
Ratnapura_2010_09	24.3,438
Ratnapura_2010_10	24.32,393
Ratnapura_2010_11	24.07,369
Ratnapura_2010_12	23.56,380
Ratnapura_2011_01	23.45,254
Ratnapura_2011_02	24.28,234
Ratnapura_2011_03	25.08,206
Ratnapura_2011_04	24.84,363
Ratnapura_2011_05	25.16,431
Ratnapura_2011_06	24.89,465
Ratnapura_2011_07	24.42,493
Ratnapura_2011_08	24.36,500
Ratnapura_2011_09	24.52,382
Ratnapura_2011_10	24.69,318
Ratnapura_2011_11	24.59,271
Ratnapura_2011_12	24.19,252
Ratnapura_2012_01	24.28,125
